alg,in-scale,num-ratings,field,value
ItemItem,5,20,TestTime,67768.6
ItemItem,5,20,MI-2-corrected.ByUser,-0.0881317416174
ItemItem,5,20,nDCG,0.954812491453
ItemItem,5,20,MI-100.ByUser,0.99831549166
ItemItem,5,20,MI-5-corrected.ByUser,-0.577429840768
ItemItem,5,20,MI-100,0.194859113404
ItemItem,5,20,MI-2,0.114653377691
ItemItem,5,20,MI-5,0.171150888434
ItemItem,5,20,Coverage,1.0
ItemItem,5,20,MI-100-corrected.ByUser,-19.764135306
ItemItem,5,20,BuildTime,919742.4
ItemItem,5,20,MI-50-corrected.ByUser,-9.47305702845
ItemItem,5,20,MI-10.ByUser,0.395886270395
ItemItem,5,20,MI-20.ByUser,0.556030372237
ItemItem,5,20,MI-5-corrected,0.171144179479
ItemItem,5,20,MI-10-corrected,0.188150633353
ItemItem,5,20,NGood,1720498.8
ItemItem,5,20,MAE.ByUser,0.766011728796
ItemItem,5,20,MI-10-corrected.ByUser,-1.49160925666
ItemItem,5,20,MI-2-corrected,0.114651700453
ItemItem,5,20,NRMSE,0.251286992582
ItemItem,5,20,MI-50,0.194565625414
ItemItem,5,20,MI-20-corrected.ByUser,-3.4286824071
ItemItem,5,20,MI-20-corrected,0.193052726469
ItemItem,5,20,MI-10,0.1881657285
ItemItem,5,20,MI-5.ByUser,0.261457060146
ItemUserMean,5,20,MI-native-corrected,0.175284653359
ItemUserMean,5,20,RMSE.ByUser,0.906168210625
ItemUserMean,5,20,MI-native,0.175291362313
ItemUserMean,5,20,NAttempted,1720498.8
ItemUserMean,5,20,MI-100-corrected,0.216412129175
ItemUserMean,5,20,MI-50.ByUser,0.69748390014
ItemUserMean,5,20,MI-2.ByUser,0.106504063992
ItemUserMean,5,20,NRMSE.ByUser,0.226542052656
ItemUserMean,5,20,NMAE,0.1818475114
ItemUserMean,5,20,MI-20,0.213384096357
ItemUserMean,5,20,MAE,0.727390045601
ItemUserMean,5,20,MI-native.ByUser,0.201401313761
ItemUserMean,5,20,NMAE.ByUser,0.186469390643
ItemUserMean,5,20,RMSE.ByRating,0.926241259657
ItemUserMean,5,20,NUsers,13595.2
ItemUserMean,5,20,MI-50-corrected,0.216059914613
ItemUserMean,5,20,TestTime,258241.4
ItemUserMean,5,20,MI-2-corrected.ByUser,-0.103217661236
ItemUserMean,5,20,nDCG,0.957176969029
ItemUserMean,5,20,MI-100.ByUser,0.889313186594
ItemUserMean,5,20,MI-5-corrected.ByUser,-0.637485587153
ItemUserMean,5,20,MI-100,0.21657817579
ItemUserMean,5,20,MI-2,0.119778485326
ItemUserMean,5,20,MI-5,0.175291362313
ItemUserMean,5,20,Coverage,1.0
ItemUserMean,5,20,MI-100-corrected.ByUser,-19.873137611
ItemUserMean,5,20,BuildTime,31665.2
ItemUserMean,5,20,MI-50-corrected.ByUser,-9.57888063605
ItemUserMean,5,20,MI-10.ByUser,0.324387752241
ItemUserMean,5,20,MI-20.ByUser,0.469332991109
ItemUserMean,5,20,MI-5-corrected,0.175284653359
ItemUserMean,5,20,MI-10-corrected,0.20453828293
ItemUserMean,5,20,NGood,1720498.8
ItemUserMean,5,20,MAE.ByUser,0.745877562572
ItemUserMean,5,20,MI-10-corrected.ByUser,-1.56310777481
ItemUserMean,5,20,MI-2-corrected,0.119776808087
ItemUserMean,5,20,NRMSE,0.231560314914
ItemUserMean,5,20,MI-50,0.216142099301
